"ID","CATEGORY","Site Name","State","Other site","Industry","Sample mat","Sample dat","PFOA (ppt)","PFOS (ppt)","PFOA+PFOS","Total PFAS","Notes and","Link to PF","Link to su","Federal/st","Site-speci","Site-spe_1","Site Name,","latitude","longitude","name","desc","color","source","precision","ZCTA5CE20","GEOID20","CLASSFP20","MTFCC20","FUNCSTAT20","ALAND20","AWATER20","INTPTLAT20","INTPTLON20","NAME","populationE","hisp_latinoE","whiteE","blackE","ai_anE","asianE","nh_piE","otherE","two_or_moreE","median_ageE","median_hh_incomeE","hh_with_under18E","born_in_USE","foreign_bornE","language_all_over_5E","language_englishE","language_not_englishE","language_not_english_very_wellE","language_spanishE","language_indo_euroE","language_asian_piE","language_otherE"
47,"Known","Yakutat Airport","Alaska",NA,"Airport","Groundwater",2019,NA,NA,48,NA,"AFFF was used at Yakutat Airport","https://www.akaction.org/wp-content/uploads/Report-Threats-to-Drinking-Water-and-Public-Health-in-Alaska-FINAL-web-version-9-24-19.pdf","https://www.akaction.org/wp-content/uploads/Report-Threats-to-Drinking-Water-and-Public-Health-in-Alaska-FINAL-web-version-9-24-19.pdf","http://dot.alaska.gov/airportwater/yakutat/","https://drive.google.com/drive/u/1/folders/1q7EjABPgdUZDR2usBkxNTQjsl30QxmXT",NA,"Yakutat Airport, Alaska",59.5,-139.67,"Yakutat Airport, Alaska","Yakutat Airport, AK",NA,"Bing Maps","Airport","99689","99689","B5","G6350","S",546801237,31375240,59.4845613,-139.4193084,"ZCTA5 99689",597,93,193,34,147,50,2,0,78,36.3,59517,82,524,60,529,441,88,42,35,0,33,NA
50,"Known","Camp Navajo","Arizona",NA,"Military","Drinking Water",2017,NA,NA,NA,31,NA,"https://cdn3.ewg.org/sites/default/files/u352/EWG_PFASTable-Army_C01.pdf",NA,"https://azdeq.gov/DOD/camp-navajo","https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","https://drive.google.com/drive/u/0/folders/1OswJn35FqcwpvX06nss26fmsMAD5c5SN","Camp Navajo, Arizona",35.19,-111.84,"Camp Navajo, Arizona","Camp Navajo, AZ",NA,"Bing Maps","LandmarkBuilding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"Known","Davis-Monthan Air Force Base","Arizona",NA,"Military","Groundwater",2018,39,NA,39,436,"AFFF used at Davis-Monthan Air Force Base","https://drive.google.com/file/d/1XdY1Ow8B-M8FSRAvKTb902zdV941joUL/view?usp=sharing","https://azbigmedia.com/3-arizona-military-bases-now-tested-water-contamination/","DMAFB: https://azdeq.gov/node/4209","https://drive.google.com/drive/folders/1cRwVLj9t2iU1DCm-nKz8HvurYPAKdTsk","https://drive.google.com/drive/folders/18GYmsaKd6IcJNawItRD7LLYdnLmO1yls","Davis-Monthan Air Force Base, Arizona",32.15,-110.84,"Davis-Monthan Air Force Base, Arizona","Davis-Monthan Air Force Base, AZ",NA,"Bing Maps","MilitaryBase","85747","85747","B5","G6350","S",173539944,0,32.0931677,-110.7723122,"ZCTA5 85747",26113,6573,16444,1161,168,903,0,27,837,34.9,95241,4007,23277,1989,23997,19633,4364,879,2999,491,794,NA
52,"Known","Florence Military Reservation","Arizona",NA,"Military","Drinking Water",2018,NA,NA,NA,1,NA,"https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing","https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing",NA,"https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg",NA,"Florence Military Reservation, Arizona",33.08,-111.35,"Florence Military Reservation, Arizona","Florence Military Reservation, AZ",NA,"Bing Maps","MilitaryBase","85132","85132","B5","G6350","S",1557301687,1214374,32.926956,-111.2140929,"ZCTA5 85132",40171,13698,20464,2998,1602,274,299,17,819,37.6,58390,2720,35043,4631,38090,26443,11647,3385,9658,584,378,NA
54,"Known","Fort Huachuca","Arizona",NA,"Military","Drinking Water",2018,NA,NA,NA,27,NA,"https://cdn3.ewg.org/sites/default/files/u352/EWG_PFASTable-Army_C01.pdf",NA,"https://azdeq.gov/DOD/camp-navajo","https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","https://drive.google.com/drive/u/0/folders/1mrQF8iiJZqTiDm76nP2kly9AXvQ723rQ","Fort Huachuca, Arizona",31.51,-110.41,"Fort Huachuca, Arizona","Fort Huachuca, AZ",NA,"Bing Maps","city/town","85613","85613","B5","G6350","S",147520222,35137,31.5358769,-110.4137206,"ZCTA5 85613",5563,791,3247,1020,109,141,37,0,218,22.9,83167,702,4891,509,4934,4158,776,169,304,260,145,NA
56,"Known","Marine Corps Air Station Yuma","Arizona",NA,"Military","Groundwater",2016,NA,NA,185,NA,"AFFF used at Marine Corps Air Station Yuma; MCAS Yuma shares airfield facilities with Yuma International Airport","N/A","https://partner-mco-archive.s3.amazonaws.com/client_files/1524589484.pdf","N/A","https://drive.google.com/drive/folders/1k0E7A1O-Ow_twKYRxXeQZ9IyWD2drC9e","https://drive.google.com/drive/u/0/folders/1NGq-vI5CZFAGGiIsS_an6gjwYfOULQMZ","Marine Corps Air Station Yuma, Arizona",32.65,-114.59,"Marine Corps Air Station Yuma, Arizona","Yuma Marine Corps Air Station, AZ",NA,"Bing Maps","MilitaryBase","85365","85365","B5","G6350","S",3493973406,9830570,33.0175964,-114.1105212,"ZCTA5 85365",53355,24067,24977,1198,246,933,57,62,1815,35,56409,6760,42171,9958,49594,31437,18157,5456,17103,288,590,NA
57,"Known","Phoenix Air National Guard Base","Arizona","Sky Harbor International Airport","Military","Groundwater",2018,23,55,73,205,"AFFF used at Phoenix Air National Guard Base / Sky Harbor Int Airport","https://drive.google.com/file/d/1phSJ339Le6QfPRaV3XBNxSofcdEP-X3h/view?usp=sharing",NA,"http://afcec.publicadmin-record.us.af.mil/","https://drive.google.com/drive/u/0/folders/193WEtHKxAobUbA32qh0yRHF7k-ZnlVd9","https://drive.google.com/drive/folders/1hcNu6XG6b9NhR4lisbyRZfOLEQdx6uCz","Phoenix Air National Guard Base, Arizona",33.44,-112.07,"Phoenix Air National Guard Base, Arizona","Phoenix, AZ",NA,"Bing Maps","city/town","85004","85004","B5","G6350","S",5315938,0,33.4516094,-112.0698796,"ZCTA5 85004",8223,2150,4701,406,84,552,0,31,299,28.2,52000,258,6985,1056,8037,6529,1508,341,1014,267,187,NA
60,"Known","Tucson Air National Guard Base","Arizona","Tucson International Airport, Morris Air National Guard Base","Military","Groundwater",2018,4700,260,4880,13251,"Firefighting foam used at Tucson International Airport and Air National Guard Base","https://drive.google.com/file/d/1RndFavo8dPIEo8ophr206G_-QgUB9wcX/view?usp=sharing",NA,"http://afcec.publicadmin-record.us.af.mil/","https://drive.google.com/drive/u/0/folders/1cRwVLj9t2iU1DCm-nKz8HvurYPAKdTsk",NA,"Tucson Air National Guard Base, Arizona",32.22,-110.97,"Tucson Air National Guard Base, Arizona","Tucson, AZ",NA,"Bing Maps","city/town","85701","85701","B5","G6350","S",3824851,0,32.217037,-110.9713383,"ZCTA5 85701",5279,2018,2488,130,326,106,0,4,207,34.9,45862,397,4672,512,5179,3980,1199,300,959,38,79,NA
61,"Known","Yuma Proving Ground","Arizona",NA,"Military","Drinking Water",2016,NA,NA,NA,67,NA,"https://cdn3.ewg.org/sites/default/files/u352/EWG_PFASTable-Army_C01.pdf",NA,"N/A","https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","https://drive.google.com/drive/u/0/folders/1Lk8j2htpAK1vvxj9LnS4RW-vQNHC_H4M","Yuma Proving Ground, Arizona",33.18,-114.39,"Yuma Proving Ground, Arizona","Yuma Proving Ground, AZ",NA,"Bing Maps","MilitaryBase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"Known","Eaker Air Force Base","Arkansas","Arkansas International Airport","Military","Groundwater",2017,116000,164000,280000,784997,"AFFF used at Eaker Air Force Base","https://drive.google.com/file/d/1mlKFfPYkutGxBRAs2FkjyqMRTtQCsbbu/view?usp=sharing",NA,"http://afcec.publicadmin-record.us.af.mil/","https://drive.google.com/drive/u/0/folders/1zRue6ytmesnyjSbuMqdxwYIVa0m-9blI","https://drive.google.com/drive/u/0/folders/1UsZ2OOquxHEaq_DqrfzHW0-fERO50hbs","Eaker Air Force Base, Arkansas",35.96,-89.94,"Eaker Air Force Base, Arkansas","Blytheville Air Force Base, AR",NA,"Bing Maps","MilitaryBase","72315","72315","B5","G6350","S",654529522,28763790,35.8994346,-89.8992591,"ZCTA5 72315",21305,664,10627,9352,0,134,20,21,487,37.8,43097,2956,20904,392,19821,19163,658,389,558,56,44,NA
63,"Known","Fort Smith Air National Guard Base","Arkansas","Fort Smith Municipal Airport","Military","Groundwater",2017,360000,52000,366000,468340,"AFFF used at Fort Smith Airport/Air National Guard Base","https://drive.google.com/file/d/1A3petUOxYnBgiQ8nreZhAhm0Xoi5Qpeb/view?usp=sharing",NA,"http://afcec.publicadmin-record.us.af.mil/","https://drive.google.com/drive/u/0/folders/1KueQZTBOu-J9HE6uG7e0E3N_ehDxrPV-","https://drive.google.com/file/d/1PViCY0godMAQMTh-QR-Xmpm7sWzCzvZ7/view?usp=sharing","Fort Smith Air National Guard Base, Arkansas",35.38,-94.42,"Fort Smith Air National Guard Base, Arkansas","Fort Smith, AR",NA,"Bing Maps","city/town","72901","72901","B5","G6350","S",22627001,551274,35.3651879,-94.4148656,"ZCTA5 72901",21718,4042,13353,2281,203,490,0,4,1345,35.8,37728,2924,19532,2002,19935,16600,3335,1773,2955,48,265,NA
64,"Known","Little Rock Air Force Base","Arkansas",NA,"Military","Groundwater",2017,285000,105000,390000,1987820,NA,"https://drive.google.com/file/d/1BUH7vKZbhY_x_oEJ8Ai1jxoy8r5p26Ph/view?usp=sharing","https://ar.afcec-cloud.af.mil/Search.aspx",NA,NA,"https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","Little Rock Air Force Base, Arkansas",34.9,-92.13,"Little Rock Air Force Base, Arkansas","Little Rock Air Force Base, AR",NA,"Bing Maps","MilitaryBase","72076","72076","B5","G6350","S",188296651,823416,34.912086,-92.137672,"ZCTA5 72076",38784,1609,21073,14196,33,439,5,100,1329,35.2,48078,5081,36759,1361,35858,34346,1512,696,832,207,460,NA
70,"Known","Air Force Plant 42","California",NA,"Military","Groundwater",2019,10,8,15,165,NA,"https://drive.google.com/file/d/1WgcXGxc37JS43RIExKO9G_MwhLEjqslR/view?usp=sharing","https://ar.afcec-cloud.af.mil/Search.aspx",NA,NA,"https://drive.google.com/drive/u/0/folders/1R6hJWrlYzJuRMaYk4bZEFlAwZFTs1PfD","Air Force Plant 42, California",34.62,-118.08,"Air Force Plant 42, California","Air Force Plant 42, CA",NA,"Bing Maps","MilitaryBase","93550","93550","B5","G6350","S",671464956,2181573,34.4103344,-118.0599568,"ZCTA5 93550",75617,52167,10177,9345,776,1926,69,77,1080,30.2,48002,10119,55168,19782,69340,33431,35909,15298,33898,632,1202,NA
78,"Known","Apple Valley Municipal Landfill","California",NA,"Landfill","Groundwater",2019,190,8,198,282,NA,"https://geotracker.waterboards.ca.gov/map/pfas_map","https://geotracker.waterboards.ca.gov/map/pfas_map","https://www.waterboards.ca.gov/pfas/",NA,"https://drive.google.com/drive/u/1/folders/166-W-3sDh-xSxFVuiCXuExgmUPauqFxX","Apple Valley Municipal Landfill, California",34.52,-117.21,"Apple Valley Municipal Landfill, California","Apple Valley, CA",NA,"Bing Maps","city/town","92307","92307","B5","G6350","S",485499170,10103,34.5712314,-117.1330923,"ZCTA5 92307",38848,14772,18010,3306,264,635,16,70,1775,36.7,59084,4763,34694,3597,35412,29091,6321,2143,5256,114,534,NA
79,"Known","Avenal Solid Waste Disposal Service","California",NA,"Landfill","Groundwater",2019,1700,NA,NA,8983,NA,"https://geotracker.waterboards.ca.gov/map/pfas_map","https://geotracker.waterboards.ca.gov/map/pfas_map","https://www.waterboards.ca.gov/pfas/",NA,"https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","Avenal Solid Waste Disposal Service, California",36,-120.12,"Avenal Solid Waste Disposal Service, California","Avenal, CA",NA,"Bing Maps","city/town","93204","93204","B5","G6350","S",182895011,584831,35.9132028,-120.0821377,"ZCTA5 93204",13033,11339,1095,428,54,36,17,0,64,29.4,49781,1732,7838,5176,11928,2433,9495,4499,9428,14,45,NA
85,"Known","Balboa Park Landfill","California","Arizona St","Landfill","Groundwater",2019,23,15,24,191,NA,"https://geotracker.waterboards.ca.gov/profile_report?cmd=mwreport&global_id=L10006165556&con_num=3972494304","https://geotracker.waterboards.ca.gov/map/pfas_map#","https://geotracker.waterboards.ca.gov/profile_report?global_id=L10006165556&mytab=esidata#esidata",NA,NA,"Balboa Park Landfill, California",32.73,-117.14,"Balboa Park Landfill, California","Balboa Park, CA",NA,"Bing Maps","Park","92104","92104","B5","G6350","S",9568841,0,32.7419328,-117.127814,"ZCTA5 92104",45601,13873,23558,2967,113,2730,226,32,2102,34.3,73447,3646,36723,8259,43117,29885,13232,4420,9536,1164,1509,NA
86,"Known","Beale Air Force Base","California",NA,"Military","Groundwater",2016,3100,7100,7125,12600,"AFFF used at Beale Air Force Base","https://drive.google.com/file/d/1GxtlDGkcSsmQnfw2bfNQ9vXIJZgFsgWO/view?usp=sharing","https://partner-mco-archive.s3.amazonaws.com/client_files/1524589484.pdf","N/A","https://drive.google.com/drive/u/1/folders/19PUk7usFKw0MZTSNM0USAHxbRsMF58Bz","https://drive.google.com/drive/folders/1j3sfLktZVP6m9D8ILnP893YuSccAu1mv","Beale Air Force Base, California",39.1,-121.33,"Beale Air Force Base, California","Beale Air Force Base, CA",NA,"Bing Maps","city/town","95903","95903","B5","G6350","S",52945675,155575,39.1212957,-121.3710981,"ZCTA5 95903",1601,334,932,158,3,62,15,0,97,21.9,51940,182,1449,74,1469,1255,214,0,132,36,40,NA
96,"Known","Bob Hope","California",NA,"Airport","Soil",2019,17000,NA,NA,669800,NA,"https://geotracker.waterboards.ca.gov/map/pfas_map","https://geotracker.waterboards.ca.gov/map/pfas_map","N/A",NA,NA,"Bob Hope, California",34.44,-119.75,"Bob Hope, California","Hope, CA",NA,"Bing Maps","Neighborhood","93105","93105","B5","G6350","S",361963614,1795821,34.5290403,-119.7678947,"ZCTA5 93105",26933,5405,19414,152,31,1086,0,32,813,46.4,103156,2286,22831,3723,25826,20835,4991,1941,3662,604,686,NA
109,"Known","Burbank Landfill","California",NA,"Landfill","Groundwater",2019,150,NA,NA,2158,NA,"https://geotracker.waterboards.ca.gov/map/pfas_map","https://geotracker.waterboards.ca.gov/map/pfas_map","https://geotracker.waterboards.ca.gov/profile_report?global_id=L10001359910",NA,NA,"Burbank Landfill, California",34.18,-118.3,"Burbank Landfill, California","Burbank, CA",NA,"Bing Maps","city/town","91501","91501","B5","G6350","S",7065737,18657,34.1935266,-118.2940063,"ZCTA5 91501",19459,3143,13411,423,37,1230,0,690,525,41.5,73622,1896,10823,8370,18729,8492,10237,3725,1987,6729,957,NA
110,"Known","Burlingame Landfill (Sports Complex)","California",NA,"Landfill","Groundwater",2019,480,92,572,1396,NA,"https://geotracker.waterboards.ca.gov/map/pfas_map","https://geotracker.waterboards.ca.gov/map/pfas_map","https://geotracker.waterboards.ca.gov/profile_report?global_id=L10009873781",NA,NA,"Burlingame Landfill (Sports Complex), California",37.58,-122.36,"Burlingame Landfill (Sports Complex), California","Burlingame, CA",NA,"Bing Maps","city/town","94010","94010","B5","G6350","S",39161638,2265357,37.5719177,-122.3750285,"ZCTA5 94010",42466,4099,23109,546,11,12338,81,159,2123,42.1,158316,5472,29934,11821,40034,26475,13559,4134,2526,3481,6578,NA
111,"Known","Calabasas Landfill","California",NA,"Landfill","Groundwater",2019,33,2,35,1126,NA,"https://geotracker.waterboards.ca.gov/map/pfas_map","https://geotracker.waterboards.ca.gov/map/pfas_map","https://geotracker.waterboards.ca.gov/profile_report?global_id=L10005926913",NA,NA,"Calabasas Landfill, California",34.15,-118.64,"Calabasas Landfill, California","Calabasas, CA",NA,"Bing Maps","city/town","91302","91302","B5","G6350","S",71094709,116015,34.1225565,-118.6698213,"ZCTA5 91302",26961,1695,21114,414,166,2574,0,123,875,44.9,149724,3553,19910,6552,25918,19003,6915,2323,853,3618,1574,NA
113,"Known","California Redwood Coast-Humboldt County","California",NA,"Airport","Groundwater",2020,17,NA,NA,500,NA,"https://geotracker.waterboards.ca.gov/map/pfas_map","https://geotracker.waterboards.ca.gov/map/pfas_map","https://geotracker.waterboards.ca.gov/profile_report?global_id=T10000012762",NA,NA,"California Redwood Coast-Humboldt County, California",40.78,-124.16,"California Redwood Coast-Humboldt County, California","Humboldt County",NA,"Bing Maps","county/district","95503","95503","B5","G6350","S",216830321,2258734,40.7384033,-124.1078148,"ZCTA5 95503",24631,2106,19495,83,407,1038,0,0,1502,42.7,57565,2697,22725,1554,23451,21288,2163,791,1206,105,822,NA
114,"Known","Camp Parks","California",NA,"Military","Drinking Water",2017,NA,NA,NA,19,NA,"https://cdn3.ewg.org/sites/default/files/u352/EWG_PFASTable-Army_C01.pdf",NA,"https://www.waterboards.ca.gov/pfas/","https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","https://drive.google.com/drive/u/0/folders/1MgBSDAZ_DP2nsnPYprO_561UYSjc6G0g","Camp Parks, California",37.71,-121.89,"Camp Parks, California","Camp Parks, CA",NA,"Bing Maps","MilitaryBase","94568","94568","B5","G6350","S",42720489,0,37.7159657,-121.9011406,"ZCTA5 94568",57395,6251,18615,2240,195,26959,249,192,2694,36.4,148083,8743,35052,21218,53200,27964,25236,7607,3406,7678,13039,NA
115,"Known","Camp Roberts","California",NA,"Military","Drinking Water",2018,NA,NA,NA,2,NA,"https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing","https://drive.google.com/file/d/1g1t60FsMLcfluvkLqorqlbsHnkF_rNZw/view?usp=sharing","https://www.nationalguard.mil/Leadership/Joint-Staff/Personal-Staff/Public-Affairs/Community-Relations/Environmental/PFAS-PFOA-Library/California/","https://drive.google.com/drive/u/0/folders/17vc5JX3Gvo92Bih-kg-GABnBbExIJhXg","https://drive.google.com/drive/u/0/folders/1TXnCPuuoyym1fkiuC6TMo3NG_NxnsBso","Camp Roberts, California",35.77,-120.78,"Camp Roberts, California","Camp Roberts, CA",NA,"Bing Maps","LandmarkBuilding","93451","93451","B5","G6350","S",1158302725,455217,35.9325407,-120.5608608,"ZCTA5 93451",4233,2155,1811,4,75,67,0,6,115,39.8,70568,337,3076,1152,4127,2482,1645,969,1572,8,65,NA
116,"Known","Castle Air Force Base","California",NA,"Military","Groundwater",2017,42300,2330000,2372300,2598770,"AFFF used at Former Castle Air Force Base","https://drive.google.com/file/d/1kW3xPiWdLntRZ9E1ynqRpf0h25aLn_EW/view?usp=sharing","https://partner-mco-archive.s3.amazonaws.com/client_files/1524589484.pdf","EPA: https://cumulis.epa.gov/supercpad/SiteProfiles/index.cfm?fuseaction=second.contams&id=0902751","https://drive.google.com/drive/u/1/folders/1OBmf0wIja4CGP-M5ox8Jq2bdHNla8fka",NA,"Castle Air Force Base, California",37.36,-120.58,"Castle Air Force Base, California","Castle Air Force Base, CA",NA,"Bing Maps","MilitaryBase","95301","95301","B5","G6350","S",197003686,11735,37.3061488,-120.6559992,"ZCTA5 95301",39922,20233,14333,1739,211,2422,156,22,806,34.5,60993,5414,30878,8542,37497,21636,15861,5531,13010,1700,1138,NA
119,"Known","Charles M Schulz - Sonoma County","California",NA,"Airport","Groundwater",2020,370,NA,NA,38720,NA,"https://geotracker.waterboards.ca.gov/map/pfas_map","https://geotracker.waterboards.ca.gov/map/pfas_map","https://geotracker.waterboards.ca.gov/profile_report?global_id=T10000012763",NA,NA,"Charles M Schulz - Sonoma County, California",38.43,-122.71,"Charles M Schulz - Sonoma County, California","Sonoma County",NA,"Bing Maps","county/district","95404","95404","B5","G6350","S",195260032,44762,38.5257333,-122.6904432,"ZCTA5 95404",38462,8171,24996,857,351,2330,185,82,1490,40.9,86555,4626,31895,5729,36449,27872,8577,3069,5682,994,1713,NA
125,"Known","City Of Redding Benton Class III Landfill","California",NA,"Landfill","Groundwater",2020,190,49,239,801,NA,"https://geotracker.waterboards.ca.gov/map/pfas_map","https://geotracker.waterboards.ca.gov/map/pfas_map","https://geotracker.waterboards.ca.gov/profile_report?global_id=L10008990142",NA,NA,"City Of Redding Benton Class III Landfill, California",40.57,-122.38,"City Of Redding Benton Class III Landfill, California","Redding, CA",NA,"Bing Maps","city/town","96001","96001","B5","G6350","S",187777495,3752546,40.577176,-122.4547147,"ZCTA5 96001",34008,2998,27517,433,595,1146,18,142,1159,41.5,58673,3866,32035,1697,32088,29939,2149,566,863,502,642,NA
128,"Known","Coastal/Santa Clara Landfill","California",NA,"Landfill","Groundwater",2019,21,25,37,132,NA,"https://geotracker.waterboards.ca.gov/map/pfas_map","https://geotracker.waterboards.ca.gov/map/pfas_map","https://geotracker.waterboards.ca.gov/profile_report?global_id=L10009668847",NA,NA,"Coastal/Santa Clara Landfill, California",37.35,-121.95,"Coastal/Santa Clara Landfill, California","Santa Clara, CA",NA,"Bing Maps","city/town","95050","95050","B5","G6350","S",14129260,0,37.3504312,-121.9524053,"ZCTA5 95050",38884,8496,14797,1162,0,11929,341,112,2047,34.3,102000,4066,23397,14751,36150,18348,17802,5767,4612,5663,6623,NA
132,"Known","Desert Center Sanitary","California",NA,"Landfill","Groundwater",2019,1,NA,NA,8,NA,"https://geotracker.waterboards.ca.gov/map/pfas_map","https://geotracker.waterboards.ca.gov/map/pfas_map","https://geotracker.waterboards.ca.gov/profile_report?global_id=L10009957466",NA,NA,"Desert Center Sanitary, California",33.71,-115.4,"Desert Center Sanitary, California","Desert Center, CA",NA,"Bing Maps","city/town",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
